,State,Population
6252,GA,4084
6253,WI,4080
6254,MI,4079
6255,NH,4075
6256,NC,4074
6257,TX,4074
6258,ME,4072
6259,SC,4072
6260,IL,4071
6261,UT,4071
6262,WV,4070
6263,OH,4070
6264,ME,4067
6265,NH,4067
6266,ME,4066
6267,IL,4065
6268,OH,4065
6269,PA,4065
6270,IN,4064
6271,AR,4064
6272,GA,4064
6273,HI,4062
6274,UT,4060
6275,IA,4059
6276,NC,4055
6277,MD,4050
6278,TX,4050
6279,PA,4049
6280,IL,4046
6281,SC,4043
6282,SC,4041
6283,MI,4041
6284,IA,4040
6285,PA,4039
6286,WY,4034
6287,IL,4032
6288,AZ,4030
6289,LA,4027
6290,NY,4026
6291,SC,4026
6292,IL,4026
6293,MN,4024
6294,KY,4023
6295,NM,4020
6296,HI,4018
6297,OR,4015
6298,NJ,4015
6299,NH,4013
6300,MO,4013
6301,FL,4010
6302,OH,4008
6303,MI,4008
6304,IL,4006
6305,PA,4006
6306,LA,4005
6307,GA,4004
6308,NJ,4004
6309,PA,4002
6310,AR,4001
6311,NH,3998
6312,SD,3996
6313,IL,3996
6314,PA,3995
6315,AZ,3995
6316,NJ,3993
6317,TX,3993
6318,NY,3993
6319,TX,3991
6320,LA,3990
6321,MN,3990
6322,MO,3989
6323,NE,3988
6324,MS,3988
6325,MS,3988
6326,MI,3986
6327,AK,3985
6328,CO,3984
6329,MN,3984
6330,FL,3982
6331,GA,3980
6332,GA,3980
6333,TX,3978
6334,OK,3978
6335,HI,3976
6336,TN,3976
6337,NY,3973
6338,IL,3973
6339,OH,3972
6340,NC,3971
6341,NE,3970
6342,NC,3967
6343,OH,3967
6344,MN,3966
6345,MI,3964
6346,TN,3963
6347,NC,3963
6348,NH,3962
6349,LA,3961
6350,DE,3961
6351,MO,3960
6352,AR,3956
6353,WV,3955
6354,CA,3954
6355,FL,3952
6356,IL,3952
6357,WV,3952
6358,MO,3950
6359,NH,3948
6360,IL,3947
6361,AL,3946
6362,NH,3945
6363,OH,3942
6364,PA,3941
6365,PA,3940
6366,MO,3935
6367,AZ,3933
6368,IN,3933
6369,WI,3932
6370,PA,3931
6371,NJ,3930
6372,WI,3926
6373,ME,3925
6374,NV,3924
6375,VT,3924
6376,WV,3922
6377,TX,3922
6378,PA,3921
6379,MI,3917
6380,NJ,3917
6381,NY,3916
6382,OH,3916
6383,OK,3914
6384,VT,3912
6385,TX,3912
6386,PA,3912
6387,PA,3911
6388,VA,3908
6389,ME,3908
6390,TX,3908
6391,WI,3907
6392,PA,3907
6393,TN,3905
6394,PA,3904
6395,IL,3904
6396,PA,3902
6397,MN,3899
6398,KY,3899
6399,NY,3899
6400,MO,3897
6401,OH,3897
6402,MN,3896
6403,NH,3896
6404,FL,3895
6405,MD,3894
6406,KY,3894
6407,ME,3892
6408,KY,3890
6409,PA,3889
6410,KS,3888
6411,IA,3888
6412,TX,3883
6413,LA,3881
6414,MT,3880
6415,SC,3878
6416,CO,3876
6417,IL,3873
6418,NJ,3871
6419,OH,3870
6420,OK,3870
6421,WI,3870
6422,ME,3867
6423,NC,3867
6424,DE,3865
6425,WV,3865
6426,MN,3863
6427,IL,3863
6428,PA,3862
6429,TN,3862
6430,TX,3860
6431,PA,3860
6432,FL,3858
6433,IA,3858
6434,TX,3853
6435,AR,3849
6436,PA,3848
6437,NC,3847
6438,NJ,3842
6439,AL,3841
6440,OH,3840
6441,VT,3839
6442,OH,3836
6443,ME,3835
6444,GA,3834
6445,KY,3834
6446,NY,3834
6447,PA,3833
6448,TN,3833
6449,MA,3833
6450,GA,3830
6451,OR,3828
6452,MD,3828
6453,IA,3827
6454,NY,3824
6455,TX,3822
6456,CO,3822
6457,IN,3821
6458,NJ,3820
6459,CA,3819
6460,MI,3819
6461,MT,3818
6462,ME,3817
6463,MI,3816
6464,TX,3815
6465,OK,3814
6466,OH,3814
6467,TX,3814
6468,ME,3812
6469,TX,3811
6470,OH,3811
6471,IL,3810
6472,AR,3809
6473,IN,3805
6474,IL,3804
6475,WI,3804
6476,ME,3803
6477,WI,3803
6478,NJ,3802
6479,MD,3799
6480,MD,3798
6481,MS,3797
6482,MN,3797
6483,OH,3796
6484,MI,3796
6485,NH,3794
6486,PA,3792
6487,NJ,3792
6488,IA,3791
6489,AR,3790
6490,IL,3790
6491,TX,3788
6492,MI,3788
6493,WI,3787
6494,TN,3787
6495,WI,3785
6496,IL,3784
6497,VT,3782
6498,NC,3781
6499,NC,3780
6500,KS,3776
6501,MS,3775
6502,MN,3775
6503,NY,3775
6504,DE,3774
6505,KS,3769
6506,MN,3769
6507,WI,3767
6508,MI,3767
6509,OH,3765
6510,SC,3758
6511,IN,3755
6512,MN,3755
6513,GA,3754
6514,CT,3749
6515,TX,3748
6516,KS,3747
6517,TX,3747
6518,NJ,3745
6519,NY,3745
6520,KY,3744
6521,NY,3744
6522,NC,3744
6523,IL,3743
6524,IN,3743
6525,ME,3742
6526,OH,3741
6527,WI,3737
6528,NC,3736
6529,IL,3734
6530,WI,3733
6531,OH,3729
6532,MN,3726
6533,IA,3721
6534,GA,3720
6535,GA,3719
6536,TX,3718
6537,DE,3715
6538,HI,3715
6539,IL,3712
6540,CA,3712
6541,MS,3711
6542,AL,3710
6543,ID,3707
6544,IA,3706
6545,MO,3706
6546,MI,3706
6547,TX,3704
6548,MI,3703
6549,NC,3702
6550,OH,3702
6551,CA,3701
6552,ID,3700
6553,OK,3700
6554,TX,3699
6555,AK,3699
6556,NC,3698
6557,NY,3697
6558,OH,3697
6559,MA,3694
6560,IN,3693
6561,AZ,3690
6562,NC,3690
6563,NC,3689
6564,MO,3687
6565,VA,3687
6566,NC,3687
6567,SC,3686
6568,ID,3686
6569,NY,3685
6570,FL,3685
6571,NY,3684
6572,OH,3684
6573,WI,3683
6574,AR,3682
6575,IN,3682
6576,IL,3681
6577,KY,3681
6578,PA,3680
6579,GA,3680
6580,NJ,3678
6581,MA,3675
6582,TN,3674
6583,FL,3673
6584,TX,3671
6585,ME,3671
6586,TN,3668
6587,NC,3668
6588,CA,3667
6589,IN,3666
6590,MN,3665
6591,MA,3664
6592,MA,3663
6593,LA,3662
6594,IN,3662
6595,MN,3661
6596,FL,3660
6597,NY,3657
6598,NC,3656
6599,OK,3656
6600,UT,3655
6601,NC,3654
6602,NY,3654
6603,OR,3652
6604,WI,3652
6605,AL,3649
6606,GA,3648
6607,NY,3648
6608,KY,3648
6609,CT,3647
6610,IL,3647
6611,ME,3646
6612,TX,3646
6613,NY,3646
6614,CT,3646
6615,ME,3644
6616,TX,3644
6617,NJ,3643
6618,NC,3640
6619,KY,3640
6620,WI,3634
6621,IL,3633
6622,IL,3633
6623,MN,3633
6624,NH,3633
6625,TX,3631
6626,PA,3630
6627,GA,3629
6628,ME,3629
6629,MI,3627
6630,NJ,3627
6631,IA,3627
6632,TX,3626
6633,WA,3624
6634,IN,3624
6635,UT,3622
6636,AR,3622
6637,FL,3621
6638,NJ,3621
6639,TX,3619
6640,MS,3619
6641,RI,3616
6642,MO,3613
6643,TX,3612
6644,MO,3612
6645,TN,3612
6646,VT,3612
6647,NY,3612
6648,KS,3611
6649,HI,3609
6650,TX,3609
6651,AR,3609
6652,ID,3606
6653,IL,3604
6654,IL,3604
6655,TN,3603
6656,AR,3602
6657,MN,3602
6658,IA,3601
6659,VT,3598
6660,KS,3594
6661,UT,3592
6662,WV,3590
6663,WY,3588
6664,AL,3587
6665,LA,3587
6666,ME,3586
6667,PA,3585
6668,GA,3584
6669,NC,3582
6670,NE,3581
6671,CT,3578
6672,TN,3577
6673,NJ,3577
6674,AR,3575
6675,OH,3572
6676,GA,3571
6677,TX,3571
6678,NY,3571
6679,GA,3567
6680,NY,3567
6681,MA,3566
6682,OH,3565
6683,FL,3564
6684,TX,3562
6685,AL,3560
6686,PA,3560
6687,VT,3559
6688,MI,3556
6689,VA,3555
6690,ID,3555
6691,OH,3555
6692,MA,3555
6693,MO,3553
6694,NH,3552
6695,MN,3548
6696,AR,3547
6697,IL,3546
6698,NJ,3546
6699,WI,3546
6700,OR,3546
6701,SD,3544
6702,AR,3542
6703,OH,3541
6704,LA,3538
6705,FL,3537
6706,NY,3536
6707,CO,3536
6708,TN,3532
6709,IL,3532
6710,KY,3531
6711,CT,3527
6712,NY,3526
6713,NJ,3526
6714,TX,3524
6715,WI,3523
6716,ME,3522
6717,AL,3520
6718,TX,3520
6719,OH,3518
6720,WI,3518
6721,OK,3517
6722,IL,3517
6723,FL,3516
6724,VT,3515
6725,MO,3514
6726,GA,3514
6727,OH,3514
6728,IL,3512
6729,NY,3512
6730,MN,3512
6731,AL,3512
6732,PA,3510
6733,UT,3509
6734,AL,3508
6735,MI,3507
6736,GA,3507
6737,GA,3506
6738,NE,3506
6739,KS,3505
6740,OH,3503
6741,WI,3501
6742,NE,3500
6743,PA,3499
6744,TX,3499
6745,GA,3498
6746,WV,3498
6747,MN,3497
6748,PA,3496
6749,MA,3495
6750,IA,3494
6751,PA,3494
6752,MO,3493
6753,MN,3493
6754,MI,3492
6755,WI,3492
6756,VT,3491
6757,SC,3489
6758,NC,3486
6759,PA,3485
6760,MN,3483
6761,OR,3481
6762,MN,3480
6763,GA,3480
6764,IN,3479
6765,WA,3479
6766,CA,3479
6767,TX,3478
6768,NE,3478
6769,IL,3475
6770,MO,3473
6771,TX,3473
6772,VT,3472
6773,PA,3472
6774,NE,3470
6775,PA,3469
6776,OK,3468
6777,IN,3466
6778,OH,3466
6779,TX,3465
6780,AR,3460
6781,CA,3460
6782,TX,3459
6783,NC,3456
6784,CO,3456
6785,TX,3455
6786,TX,3454
6787,OH,3454
6788,IN,3454
6789,WA,3453
6790,MN,3452
6791,GA,3449
6792,KS,3447
6793,VT,3446
6794,MD,3446
6795,TX,3444
6796,TX,3442
6797,WI,3441
6798,OR,3441
6799,WI,3441
6800,MA,3439
6801,WA,3438
6802,PA,3437
6803,HI,3437
6804,GA,3436
6805,LA,3436
6806,AL,3436
6807,CA,3436
6808,OH,3435
6809,GA,3433
6810,NJ,3432
6811,AL,3431
6812,OH,3431
6813,WV,3431
6814,MN,3430
6815,UT,3429
6816,IL,3428
6817,HI,3426
6818,OR,3426
6819,PA,3426
6820,WA,3424
6821,OH,3421
6822,WI,3420
6823,HI,3419
6824,PA,3419
6825,AZ,3417
6826,AZ,3417
6827,TN,3415
6828,OH,3414
6829,GA,3414
6830,VA,3414
6831,OK,3413
6832,NC,3413
6833,IL,3412
6834,KS,3404
6835,PA,3404
6836,NH,3404
6837,KS,3401
6838,PA,3400
6839,LA,3400
6840,NY,3399
6841,AL,3398
6842,FL,3396
6843,AR,3396
6844,SD,3395
6845,NJ,3395
6846,UT,3394
6847,PA,3394
6848,OR,3392
6849,PA,3391
6850,SC,3388
6851,AR,3386
6852,AR,3385
6853,CT,3385
6854,GA,3384
6855,IL,3384
6856,TX,3384
6857,KS,3382
6858,HI,3380
6859,MS,3380
6860,MI,3379
6861,CA,3379
6862,VA,3378
6863,PA,3376
6864,NJ,3375
6865,WY,3374
6866,OK,3372
6867,NJ,3372
6868,ME,3370
6869,ME,3369
6870,OH,3369
6871,LA,3366
6872,SC,3366
6873,FL,3364
6874,MI,3362
6875,TX,3359
6876,MA,3358
6877,AL,3358
6878,FL,3357
6879,OH,3356
6880,FL,3355
6881,SD,3354
6882,IA,3353
6883,VA,3352
6884,MA,3352
6885,IA,3352
6886,NC,3351
6887,TN,3349
6888,PA,3349
6889,PA,3348
6890,WI,3348
6891,OH,3347
6892,LA,3347
6893,LA,3346
6894,IA,3346
6895,MD,3345
6896,VA,3344
6897,TN,3344
6898,IN,3344
6899,NH,3343
6900,NJ,3343
6901,NM,3342
6902,NC,3342
6903,NH,3342
6904,AL,3339
6905,PA,3336
6906,WA,3335
6907,WA,3335
6908,MA,3334
6909,LA,3333
6910,HI,3332
6911,OH,3332
6912,MN,3330
6913,OH,3329
6914,OK,3329
6915,OR,3327
6916,MA,3327
6917,TX,3325
6918,MN,3323
6919,ME,3322
6920,OR,3321
6921,IA,3321
6922,NC,3320
6923,TX,3318
6924,WI,3318
6925,MO,3317
6926,PA,3317
6927,OH,3316
6928,MI,3316
6929,OK,3316
6930,OH,3313
6931,IL,3308
6932,ID,3308
6933,NC,3308
6934,NY,3305
6935,DE,3303
6936,IL,3302
6937,TN,3298
6938,TN,3297
6939,NC,3296
6940,SC,3293
6941,DE,3291
6942,WA,3290
6943,MO,3290
6944,WI,3290
6945,NY,3287
6946,WI,3286
6947,NJ,3283
6948,NY,3282
6949,KS,3280
6950,MN,3278
6951,ME,3278
6952,MI,3277
6953,ME,3277
6954,FL,3276
6955,PA,3276
6956,TX,3275
6957,WI,3274
6958,TX,3274
6959,PA,3274
6960,NY,3272
6961,OK,3272
6962,NY,3271
6963,WI,3271
6964,MO,3271
6965,NC,3269
6966,MN,3268
6967,PA,3267
6968,NJ,3267
6969,GA,3267
6970,NJ,3266
6971,IN,3266
6972,TX,3264
6973,WI,3262
6974,OK,3262
6975,SD,3261
6976,MA,3258
6977,VT,3258
6978,PA,3257
6979,PA,3256
6980,KY,3256
6981,MI,3254
6982,HI,3253
6983,IL,3253
6984,KY,3251
6985,ME,3250
6986,MN,3249
6987,WA,3248
6988,KY,3246
6989,WI,3246
6990,NJ,3245
6991,NH,3244
6992,SC,3244
6993,NY,3244
6994,WI,3243
6995,KS,3242
6996,NJ,3241
6997,PA,3240
6998,PA,3240
6999,MI,3240
7000,OR,3238
7001,WI,3237
7002,NY,3236
7003,NJ,3235
7004,KY,3235
7005,AL,3232
7006,FL,3231
7007,IL,3231
7008,MN,3228
7009,AR,3227
7010,GA,3227
7011,OH,3226
7012,MI,3224
7013,AL,3224
7014,CA,3223
7015,KY,3222
7016,PA,3222
7017,TX,3221
7018,CA,3220
7019,MI,3219
7020,NH,3218
7021,AL,3217
7022,NY,3216
7023,WI,3216
7024,KY,3215
7025,SC,3215
7026,PA,3214
7027,IL,3214
7028,AZ,3213
7029,CT,3211
7030,NY,3210
7031,OR,3206
7032,OK,3205
7033,OK,3205
7034,MT,3202
7035,AZ,3202
7036,TX,3201
7037,NH,3200
7038,MO,3199
7039,OR,3198
7040,IA,3197
7041,OK,3195
7042,WI,3195
7043,MS,3195
7044,MA,3193
7045,MO,3190
7046,LA,3189
7047,WI,3189
7048,MI,3189
7049,ME,3188
7050,PA,3187
7051,SC,3186
7052,NY,3181
7053,MO,3181
7054,WI,3179
7055,WA,3179
7056,AL,3176
7057,AR,3176
7058,KY,3176
7059,TX,3174
7060,MN,3174
7061,MA,3174
7062,NJ,3174
7063,MO,3173
7064,CO,3172
7065,OH,3172
7066,IL,3171
7067,IL,3171
7068,TX,3171
7069,MI,3170
7070,MT,3169
7071,IL,3168
7072,NC,3168
7073,IL,3167
7074,PA,3166
7075,LA,3166
7076,HI,3165
7077,KY,3162
7078,NY,3160
7079,VA,3159
7080,NC,3159
7081,MA,3158
7082,PA,3157
7083,IN,3153
7084,NJ,3153
7085,IL,3152
7086,NC,3152
7087,CA,3152
7088,CT,3151
7089,OH,3151
7090,CT,3150
7091,NY,3150
7092,IA,3149
7093,GA,3147
7094,PA,3145
7095,LA,3144
7096,OH,3144
7097,GA,3143
7098,IL,3143
7099,CO,3142
7100,AR,3140
7101,MI,3139
7102,MS,3139
7103,ME,3136
7104,NJ,3136
7105,LA,3133
7106,NJ,3133
7107,ME,3133
7108,ID,3133
7109,OK,3133
7110,TX,3130
7111,MN,3130
7112,IA,3130
7113,VT,3129
7114,TX,3128
7115,WA,3126
7116,SC,3122
7117,NV,3121
7118,NC,3120
7119,WI,3120
7120,MN,3120
7121,PA,3120
7122,ID,3119
7123,NE,3118
7124,GA,3118
7125,FL,3117
7126,IL,3117
7127,TX,3117
7128,PA,3117
7129,GA,3114
7130,OH,3113
7131,TX,3111
7132,TX,3111
7133,OH,3108
7134,NY,3108
7135,NY,3108
7136,TX,3107
7137,ME,3107
7138,IN,3106
7139,TN,3106
7140,SC,3105
7141,KS,3105
7142,IL,3105
7143,GA,3103
7144,AK,3102
7145,PA,3102
7146,PA,3101
7147,AR,3101
7148,OK,3101
7149,NJ,3101
7150,NJ,3098
7151,CO,3096
7152,PA,3094
7153,FL,3093
7154,TX,3090
7155,NC,3090
7156,TX,3089
7157,PA,3089
7158,TX,3089
7159,NC,3088
7160,OH,3087
7161,TX,3087
7162,NJ,3087
7163,NC,3087
7164,NE,3086
7165,ND,3085
7166,AL,3084
7167,WV,3083
7168,WA,3081
7169,OR,3081
7170,PA,3081
7171,ME,3079
7172,WV,3079
7173,IN,3079
7174,OH,3078
7175,NY,3078
7176,PA,3077
7177,NY,3077
7178,SC,3076
7179,NY,3075
7180,OK,3074
7181,ME,3073
7182,LA,3073
7183,MS,3071
7184,MI,3069
7185,ME,3069
7186,PA,3068
7187,ME,3068
7188,SD,3066
7189,KS,3066
7190,IA,3065
7191,NC,3064
7192,OR,3064
7193,TX,3064
7194,ME,3060
7195,ND,3058
7196,TX,3057
7197,MO,3057
7198,TX,3057
7199,MT,3056
7200,AR,3056
7201,NM,3056
7202,WI,3056
7203,AR,3055
7204,MI,3055
7205,TX,3054
7206,FL,3052
7207,OH,3051
7208,OH,3051
7209,NC,3051
7210,CO,3049
7211,ME,3047
7212,FL,3047
7213,GA,3047
7214,MI,3046
7215,OH,3046
7216,PA,3043
7217,SD,3042
7218,TX,3041
7219,NE,3039
7220,MA,3038
7221,NE,3037
7222,IN,3036
7223,NY,3036
7224,OH,3034
7225,WV,3033
7226,FL,3030
7227,OK,3029
7228,IN,3029
7229,WI,3028
7230,NJ,3026
7231,NH,3026
7232,IN,3025
7233,SC,3024
7234,AL,3024
7235,MI,3021
7236,MN,3021
7237,VT,3020
7238,OR,3020
7239,TX,3020
7240,VT,3020
7241,TN,3019
7242,CT,3019
7243,WI,3019
7244,OK,3018
7245,IA,3018
7246,PA,3017
7247,VT,3016
7248,AR,3015
7249,OK,3015
7250,HI,3014
7251,MI,3013
7252,OH,3011
7253,FL,3010
7254,FL,3010
7255,FL,3008
7256,TX,3007
7257,MI,3007
7258,TX,3007
7259,VT,3005
7260,NH,3005
7261,IL,3005
7262,MO,3005
7263,NJ,3005
7264,VT,3005
7265,OH,3004
7266,ME,3003
7267,NY,3002
7268,TX,3002
7269,PA,3001
7270,PA,3000
7271,TX,2999
7272,MN,2997
7273,WV,2997
7274,UT,2996
7275,NE,2995
7276,ME,2995
7277,NC,2995
7278,NY,2994
7279,HI,2994
7280,PA,2993
7281,NY,2990
7282,SC,2990
7283,KY,2990
7284,MN,2989
7285,NY,2988
7286,OK,2985
7287,NC,2984
7288,OK,2984
7289,WI,2982
7290,SD,2982
7291,OH,2981
7292,WY,2981
7293,WV,2980
7294,MD,2977
7295,FL,2976
7296,PA,2975
7297,IL,2973
7298,TX,2973
7299,AL,2972
7300,AR,2972
7301,SD,2972
7302,PA,2971
7303,VA,2971
7304,NJ,2968
7305,TN,2967
7306,FL,2967
7307,CT,2967
7308,OR,2967
7309,GA,2966
7310,TX,2965
7311,IN,2965
7312,TX,2964
7313,IL,2963
7314,VA,2963
7315,WI,2962
7316,IN,2961
7317,WA,2959
7318,WI,2957
7319,MN,2955
7320,FL,2955
7321,NJ,2955
7322,CO,2955
7323,TX,2954
7324,KY,2953
7325,WI,2953
7326,MI,2952
7327,GA,2952
7328,IL,2951
7329,MI,2951
7330,GA,2950
7331,FL,2949
7332,MO,2945
7333,MO,2943
7334,MO,2942
7335,WI,2942
7336,VA,2941
7337,ME,2940
7338,IL,2940
7339,NY,2939
7340,MT,2938
7341,AL,2937
7342,NH,2937
7343,LA,2936
7344,PA,2935
7345,NY,2934
7346,LA,2932
7347,OK,2930
7348,MA,2930
7349,KS,2929
7350,WV,2929
7351,GA,2928
7352,IL,2927
7353,PA,2927
7354,PA,2927
7355,OH,2926
7356,IA,2924
7357,ME,2921
7358,SD,2921
7359,VT,2920
7360,MO,2920
7361,OR,2919
7362,WI,2919
7363,PA,2919
7364,MO,2918
7365,GA,2917
7366,ID,2917
7367,PA,2916
7368,OK,2916
7369,KY,2916
7370,MO,2915
7371,WA,2915
7372,TX,2914
7373,UT,2914
7374,CO,2913
7375,WV,2913
7376,FL,2912
7377,AR,2910
7378,NY,2910
7379,VA,2909
7380,LA,2909
7381,MI,2909
7382,TX,2907
7383,IA,2906
7384,IL,2905
7385,MD,2904
7386,TX,2904
7387,MN,2903
7388,NC,2902
7389,NJ,2902
7390,TN,2901
7391,IL,2901
7392,ME,2900
7393,VA,2899
7394,NY,2898
7395,PA,2897
7396,GA,2896
7397,TX,2895
7398,MO,2894
7399,KY,2894
7400,NJ,2894
7401,KY,2892
7402,PA,2892
7403,AL,2890
7404,AL,2889
7405,GA,2889
7406,NY,2888
7407,TN,2888
7408,WA,2888
7409,NY,2888
7410,WV,2887
7411,OK,2885
7412,NY,2885
7413,VA,2884
7414,PA,2884
7415,ID,2881
7416,AR,2879
7417,MN,2878
7418,TX,2878
7419,DE,2878
7420,FL,2877
7421,AR,2877
7422,SC,2877
7423,MI,2876
7424,PA,2875
7425,GA,2875
7426,ME,2875
7427,VT,2872
7428,MS,2869
7429,ME,2867
7430,TX,2866
7431,MA,2866
7432,TX,2865
7433,PA,2865
7434,OK,2864
7435,CO,2862
7436,VT,2862
7437,WI,2862
7438,CA,2862
7439,IL,2861
7440,KS,2861
7441,KY,2860
7442,IA,2860
7443,AR,2859
7444,PA,2859
7445,OK,2858
7446,TX,2857
7447,CO,2855
7448,KY,2853
7449,MI,2853
7450,HI,2852
7451,MO,2851
7452,TX,2850
7453,MI,2850
7454,NM,2850
7455,NC,2850
7456,VT,2849
7457,WV,2848
7458,MN,2847
7459,AZ,2847
7460,MI,2846
7461,KY,2846
7462,WA,2845
7463,WI,2845
7464,MN,2844
7465,PA,2843
7466,FL,2842
7467,VT,2842
7468,KY,2841
7469,NY,2841
7470,MI,2840
7471,PA,2839
7472,TX,2839
7473,CO,2838
7474,TX,2838
7475,WI,2837
7476,PA,2836
7477,ME,2834
7478,GA,2833
7479,MD,2833
7480,MS,2833
7481,IA,2828
7482,NY,2828
7483,MI,2828
7484,TN,2824
7485,OK,2823
7486,NC,2823
7487,GA,2822
7488,OH,2821
7489,PA,2820
7490,GA,2813
7491,NH,2812
7492,WV,2811
7493,MO,2811
7494,IA,2810
7495,VT,2810
7496,NY,2809
7497,PA,2808
7498,TX,2804
7499,MO,2803
7500,IA,2802
7501,NJ,2802
7502,TX,2801
7503,AL,2800
7504,PA,2800
7505,MN,2799
7506,PA,2798
7507,IA,2796
7508,TX,2795
7509,ME,2792
7510,MS,2792
7511,IL,2791
7512,GA,2790
7513,VT,2790
7514,MN,2789
7515,PA,2789
7516,NJ,2789
7517,TX,2788
7518,PA,2788
7519,MO,2787
7520,OH,2786
7521,IL,2783
7522,WA,2782
7523,MO,2782
7524,MN,2780
7525,ME,2778
7526,PA,2778
7527,IL,2777
7528,PA,2776
7529,NC,2775
7530,PA,2775
7531,MT,2775
7532,OK,2775
7533,VT,2775
7534,MO,2775
7535,MO,2774
7536,NJ,2773
7537,IL,2772
7538,NY,2772
7539,MD,2770
7540,PA,2770
7541,TN,2769
7542,NJ,2768
7543,NY,2767
7544,OK,2766
7545,ME,2766
7546,AL,2765
7547,WI,2765
7548,WI,2764
7549,MI,2764
7550,ND,2764
7551,NJ,2764
7552,TX,2764
7553,OK,2762
7554,KS,2761
7555,MN,2759
7556,FL,2759
7557,KS,2759
7558,NY,2759
7559,WI,2759
7560,PA,2758
7561,MO,2757
7562,IL,2756
7563,ME,2756
7564,MO,2754
7565,IL,2753
7566,IL,2751
7567,VT,2750
7568,IN,2748
7569,OH,2748
7570,VT,2747
7571,LA,2747
7572,KS,2747
7573,LA,2746
7574,TX,2746
7575,NY,2746
7576,WY,2746
7577,OH,2746
7578,TN,2746
7579,VA,2746
7580,PA,2745
7581,IN,2744
7582,MN,2744
7583,SC,2744
7584,NY,2744
7585,MO,2743
7586,OH,2742
7587,PA,2741
7588,OK,2740
7589,MD,2740
7590,ME,2739
7591,ID,2738
7592,MN,2737
7593,VT,2736
7594,OH,2735
7595,NC,2733
7596,TX,2732
7597,KS,2732
7598,TX,2731
7599,OR,2730
7600,MO,2730
7601,OH,2727
7602,MI,2727
7603,WY,2725
7604,NC,2722
7605,NY,2721
7606,OK,2719
7607,OK,2719
7608,IL,2718
7609,TN,2718
7610,ID,2717
7611,AK,2717
7612,DE,2717
7613,CA,2715
7614,ME,2715
7615,IN,2715
7616,KY,2715
7617,PA,2714
7618,NY,2714
7619,FL,2713
7620,TX,2712
7621,NY,2712
7622,MN,2711
7623,PA,2711
7624,NJ,2711
7625,OH,2709
7626,MI,2709
7627,NH,2708
7628,NY,2706
7629,KY,2705
7630,MO,2705
7631,GA,2703
7632,OK,2703
7633,TN,2703
7634,OH,2702
7635,NJ,2701
7636,AR,2700
7637,IA,2700
7638,KS,2699
7639,HI,2699
7640,NY,2699
7641,NH,2698
7642,IL,2697
7643,NY,2697
7644,SC,2694
7645,PA,2694
7646,OK,2694
7647,SC,2694
7648,VA,2694
7649,NH,2693
7650,OH,2692
7651,IL,2690
7652,OK,2690
7653,MN,2689
7654,MN,2688
7655,FL,2687
7656,GA,2685
7657,FL,2685
7658,WI,2685
7659,AL,2684
7660,TX,2684
7661,IA,2682
7662,VA,2682
7663,IN,2682
7664,TX,2682
7665,CT,2680
7666,KY,2679
7667,OR,2678
7668,HI,2678
7669,WI,2678
7670,IA,2678
7671,IL,2678
7672,TX,2675
7673,IL,2675
7674,ME,2671
7675,KY,2671
7676,NJ,2670
7677,OH,2669
7678,OH,2669
7679,IN,2668
7680,KY,2668
7681,MA,2667
7682,GA,2666
7683,NH,2665
7684,PA,2665
7685,TX,2664
7686,MI,2663
7687,IA,2663
7688,GA,2662
7689,NC,2662
7690,IL,2660
7691,TX,2659
7692,MD,2658
7693,WI,2658
7694,MN,2657
7695,TX,2657
7696,NY,2657
7697,ID,2656
7698,NC,2655
7699,KS,2653
7700,PA,2652
7701,MO,2652
7702,NH,2651
7703,TN,2651
7704,AL,2651
7705,GA,2649
7706,ME,2649
7707,OH,2648
7708,MI,2647
7709,VT,2646
7710,CA,2646
7711,NY,2645
7712,NM,2643
7713,ID,2643
7714,AL,2642
7715,MS,2642
7716,IL,2640
7717,PA,2639
7718,PA,2638
7719,PA,2638
7720,NJ,2636
7721,DE,2636
7722,CO,2636
7723,IN,2635
7724,PA,2635
7725,KS,2634
7726,GA,2634
7727,CO,2633
7728,TX,2633
7729,NE,2633
7730,ME,2632
7731,LA,2631
7732,IL,2631
7733,IA,2630
7734,MI,2627
7735,PA,2623
7736,IN,2622
7737,LA,2622
7738,IL,2622
7739,OH,2620
7740,NM,2620
7741,NC,2619
7742,VT,2617
7743,NY,2617
7744,NJ,2614
7745,WA,2613
7746,WI,2613
7747,TX,2613
7748,PA,2612
7749,IA,2611
7750,MO,2609
7751,AK,2609
7752,NE,2607
7753,CO,2607
7754,FL,2606
7755,TN,2606
7756,WV,2605
7757,PA,2605
7758,NY,2604
7759,MA,2603
7760,GA,2602
7761,IN,2601
7762,TX,2601
7763,VT,2598
7764,AR,2598
7765,OH,2597
7766,ME,2597
7767,NH,2597
7768,PA,2596
7769,PA,2596
7770,PA,2596
7771,OH,2596
7772,OR,2595
7773,NC,2595
7774,OH,2595
7775,LA,2595
7776,NJ,2594
7777,AL,2594
7778,ME,2594
7779,UT,2592
7780,IL,2592
7781,PA,2590
7782,IN,2590
7783,WI,2590
7784,UT,2589
7785,FL,2589
7786,AR,2588
7787,TX,2588
7788,IN,2586
7789,TX,2585
7790,NH,2584
7791,NY,2583
7792,MS,2582
7793,WI,2581
7794,NJ,2580
7795,IA,2579
7796,LA,2578
7797,HI,2578
7798,NC,2578
